,emisor,mencionado,texto,rt,localizacion,texto_limpio
4452,ArnedoFerrer,"PopCornPaloma, XAbogabir",RT @PopCornPaloma: Precioso discurso de @XAbogabir por la defensa de un modelo intergeneracional de fraternidad y de cuidado del planeta 🌍…,True,"Madrid, Comunidad de Madrid",Precioso discurso de  por la defensa de un modelo intergeneracional de fraternidad y de cuidado del planeta …
4453,PopCornPaloma,XAbogabir,"Precioso discurso de @XAbogabir por la defensa de un modelo intergeneracional de fraternidad y de cuidado del planeta 🌍 donde las personas mayores tienen grandes experiencias y conocimientos que aportar,a la vez que promovemos el envejecimiento activo💜 

#COP25 #TiempoDeActuar https://t.co/IU4Nt1Nq9O",False,Madrid,"Precioso discurso de  por la defensa de un modelo intergeneracional de fraternidad y de cuidado del planeta  donde las personas mayores tienen grandes experiencias y conocimientos que aportara la vez que promovemos el envejecimiento activo 

COP25 TiempoDeActuar"
4454,ZonaCien,,🍁 El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard.... https://t.co/2LtKoAgryO,False,España,El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard
4455,LaPublicacion,,📌 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/OPCEek1vPX,False,"Madrid, Comunidad de Madrid",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30
4456,ExoMedios,,🔥 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/Y8KmJSIulT,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz
4457,DCSubirats,TaheOficial,RT @TaheOficial: ¿Necesitas ideas de #regalo para estas fiestas? Nuestro favorito es el Pack Intense crema hidratante + ácido ferúlico + ne…,True,Pol. Ind. Baix Ebre. Calle A. Parcela A. Tel. 977 597 606,¿Necesitas ideas de regalo para estas fiestas Nuestro favorito es el Pack Intense crema hidratante  ácido ferúlico  ne…
4458,TuitReportes,,"📌 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/tVGCbyq5ZF",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio
4459,deccoiberica,,"Naturcover P es un agente de recubrimiento que se aplica sobre la superficie de las #patatas, para mejorar su brillo natural y retrasar el envejecimiento 👉 https://t.co/Yht35EWQQm https://t.co/elOF5Qv26S",False,info@deccoiberica.es,Naturcover P es un agente de recubrimiento que se aplica sobre la superficie de las patatas para mejorar su brillo natural y retrasar el envejecimiento
4460,TuiterPro,,⚡️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/tnjrOuxvqF,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad
4461,inigoalli,AGEvida ,"RT @AGEvida_: Visibilizar la #Diversidad en el #Envejecimiento 
Los Derechos humanos no se pierden con la edad https://t.co/O4IzBc7nfi",True,PAM|MAD|CAN|CAT|VAL,"Visibilizar la Diversidad en el Envejecimiento 
Los Derechos humanos no se pierden con la edad"
4462,hemovintage,grossoedipo,"@grossoedipo Me pasa todo el tiempo ☺️

Es la genetica de mi familia:
Pelo super lacio
Piel muy suavicita
Y longevidad (?) 😸",False,"Palermo, Argentina","Me pasa todo el tiempo 

Es la genetica de mi familia
Pelo super lacio
Piel muy suavicita
Y longevidad"
4463,aromeo,techreview,"En una sociedad donde el Estado no autorizará algunas (muchas) medicinas, muchos se lo saltarán especialmente si es para retrasar el envejecimiento. Y pagarán lo q haga falta.

Buyer beware of this $1 million gene therapy for aging - via @techreview https://t.co/0xIQmVqtoq",False,Santo Domingo & Madrid & Córdoba,"En una sociedad donde el Estado no autorizará algunas muchas medicinas muchos se lo saltarán especialmente si es para retrasar el envejecimiento Y pagarán lo q haga falta

Buyer beware of this 1 million gene therapy for aging  via"
4464,Cofares,Consalud es,"🥗 Una dieta saludable ralentiza el envejecimiento de nuestras células, vía @Consalud_es https://t.co/3y76CMbvQx",False,España,Una dieta saludable ralentiza el envejecimiento de nuestras células vía
4465,cibernicola es,EgilGlez,"@EgilGlez Cambridge analytics, la app de envejecimiento, los casos de Alexa, control de las apps en play store,.... Hay mucha tela..",False,"Salou, España",Cambridge analytics la app de envejecimiento los casos de Alexa control de las apps en play store Hay mucha tela
4466,AdrianBucca,,Noches de longevidad,False,"San Nicolás de los Arroyos, Ar",Noches de longevidad
4467,Chile7171,SaDiario,"RT @SaDiario: Carcedo apuesta en #Bruselas por atender el #envejecimiento interviniendo ""tanto en los #mayores como en los jóvenes"" - #UE #…",True,,Carcedo apuesta en Bruselas por atender el envejecimiento interviniendo tanto en los mayores como en los jóvenes  UE …
4468,soytanchairo1,tusgrafos1,"RT @tusgrafos1: Es renovarse o morir....

El águila real es el ave que posee mayor longevidad dentro de su especie, llega a vivir hasta 70…",True,Worldwide,"Es renovarse o morir

El águila real es el ave que posee mayor longevidad dentro de su especie llega a vivir hasta 70…"
4469,jcastrocastro,tusgrafos1,"RT @tusgrafos1: Es renovarse o morir....

El águila real es el ave que posee mayor longevidad dentro de su especie, llega a vivir hasta 70…",True,"Culiacán, Sinaloa","Es renovarse o morir

El águila real es el ave que posee mayor longevidad dentro de su especie llega a vivir hasta 70…"
4470,RepartoDigital,,🔥 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/TpHIP1gePp,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30
4471,Twittematico,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/8Fp284usb2",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio
4472,elmonosanchezof,,Proceso de envejecimiento con “plancha” https://t.co/xkDJq3WjZL,False,"Cali, Colombia",Proceso de envejecimiento con “plancha”
4473,Reportes24H,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/gVEdYncoxQ",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio
4474,conversesacat,,Barcelona tiene en el envejecimiento un problema decisivo https://t.co/0BCucA2USw,False,Barcelona,Barcelona tiene en el envejecimiento un problema decisivo
4475,AGEvida ,,"Visibilizar la #Diversidad en el #Envejecimiento 
Los Derechos humanos no se pierden con la edad https://t.co/O4IzBc7nfi",False,"Madrid, España","Visibilizar la Diversidad en el Envejecimiento 
Los Derechos humanos no se pierden con la edad"
4476,infoen280,,¿Cuándo empieza el envejecimiento? Un estudio revela la edad precisa - https://t.co/hElSLtwY7S https://t.co/ayEe1K3ttB,False,Republica Argentina,¿Cuándo empieza el envejecimiento Un estudio revela la edad precisa
4477,DiadeValladolid,,Valladolid recibe el Sello de Ciudad Amigable y Segura con el compromiso de “promover un envejecimiento activo y saludable” https://t.co/xDPRkrURBq https://t.co/2M5lou0FMi,False,Valladolid,Valladolid recibe el Sello de Ciudad Amigable y Segura con el compromiso de “promover un envejecimiento activo y saludable”
4478,AreaEditorial,,"🔥 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/QETREoO2gJ",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento
4479,MILSABORESCHILE,,"MAQUI5000 Antioxidante Natural de Alta Potencia
Alta concentración de antioxidantes naturales y polifenoles; específicos para combatir el envejecimiento, el deterioro de los órganos y la falta de vitalidad. https://t.co/pundlhvXu9",False,"PUERTO DE PALOS  587,LA SERENA","MAQUI5000 Antioxidante Natural de Alta Potencia
Alta concentración de antioxidantes naturales y polifenoles específicos para combatir el envejecimiento el deterioro de los órganos y la falta de vitalidad"
4480,Alejandro96AMS,"Macrosad, IgualdadAND",RT @Macrosad: Esta mañana estamos presente en la jornada de @IgualdadAND sobre el I Plan Estratégico integral para #personasmayores en Anda…,True,"Fuengirola, España",Esta mañana estamos presente en la jornada de  sobre el I Plan Estratégico integral para personasmayores en Anda…
4481,Tuiterricolas,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/z3tXyqAP3s",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado
4482,Datos365,,"📌 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/ieEdYzBqm7",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado
4483,bot booket,,"Un Booket te da cómo contestar con memes 🤒🐬👌
y cuesta menos que una crema contra el envejecimiento.

Regálate #UnGranLibro",False,Distrit,"Un Booket te da cómo contestar con memes 
y cuesta menos que una crema contra el envejecimiento

Regálate UnGranLibro"
4484,BTIBiotech,,"Investigadores españoles demuestran que el consumo de alimentos con un elevado contenido de antioxidantes, como frutos secos y café ralentiza el envejecimiento celular. ➡ https://t.co/z84lTwfJvu",False,Vitoria-Gasteiz,Investigadores españoles demuestran que el consumo de alimentos con un elevado contenido de antioxidantes como frutos secos y café ralentiza el envejecimiento celular
4485,janamo2,tusgrafos1,"RT @tusgrafos1: Es renovarse o morir....

El águila real es el ave que posee mayor longevidad dentro de su especie, llega a vivir hasta 70…",True,Mérida  Yuc.,"Es renovarse o morir

El águila real es el ave que posee mayor longevidad dentro de su especie llega a vivir hasta 70…"
4486,RotaDatos,,🔥 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/oY7ha7oswz,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad
4487,ProEnlace,,📌 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/0jWPEnQjWx,False,España,¿Cuántos años podemos vivir los humanos Longevidad
4488,auroramg2012,OAC MS,"RT @OAC_MS: 🔧Documento técnico ""#Envejecimiento y #VIH"" 
👉https://t.co/mnM07LcTCK https://t.co/4bTGk9gmTb",True,"Madrid, España",Documento técnico Envejecimiento y VIH
4489,GiraInformativa,,⚡️ Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/BmU2e6pKGh,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30
4490,GacetaMadrid,,"🔥 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/O9gaI7hHP0",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia
4491,Twittematico,,🔥 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/RQ5rQqxNPo,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30
4492,InterDifusion,,"⚡️ ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/BupsCdWh5N",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia
4493,RocioRuizDom,"Macrosad, IgualdadAND",RT @Macrosad: Esta mañana estamos presente en la jornada de @IgualdadAND sobre el I Plan Estratégico integral para #personasmayores en Anda…,True,"Huelva, España",Esta mañana estamos presente en la jornada de  sobre el I Plan Estratégico integral para personasmayores en Anda…
4494,maguirrezabalg,zenitespanol,RT @zenitespanol: Academia Pontificia para la Vida: Los días 11 y 12 de diciembre se celebrará en #Roma un simposio interreligioso e intern…,True,,Academia Pontificia para la Vida Los días 11 y 12 de diciembre se celebrará en Roma un simposio interreligioso e intern…
4495,EfectoCognitivo,,"📌 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/2Wjh7UmWng",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento
4496,GiraInformativa,,"📌 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/3XlNzW0GMx",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado
4497,Chile7171,"SEMG ES, IsabelJSanz","RT @SEMG_ES: Las #vacunas son importantes para alcanzar un #envejecimiento saludable; no tienen edad», explica @IsabelJSanz quien insiste e…",True,,Las vacunas son importantes para alcanzar un envejecimiento saludable no tienen edad» explica  quien insiste e…
4498,TuitSugerido,,⚡️ Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/oB7nvqDHDE,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30
4499,zenitespanol,,"Academia Pontificia para la Vida: Los días 11 y 12 de diciembre se celebrará en #Roma un simposio interreligioso e internacional sobre ""Cuidados paliativos y salud mental durante el envejecimiento”
https://t.co/hgiFfuwfcN",False,Rome,Academia Pontificia para la Vida Los días 11 y 12 de diciembre se celebrará en Roma un simposio interreligioso e internacional sobre Cuidados paliativos y salud mental durante el envejecimiento”
4500,bjibacache,"donserapio, DerechosMayores","RT @donserapio: Día internacional de los Derechos Humanos, y junto a la Fundación @DerechosMayores  #donserapio se hace presente. #personas…",True,Concepción,Día internacional de los Derechos Humanos y junto a la Fundación   donserapio se hace presente personas…
4501,TuitReportes,,📌 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/QIzLkf2Oc4,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad
4502,KarloFerdon,"donserapio, DerechosMayores","RT @donserapio: Día internacional de los Derechos Humanos, y junto a la Fundación @DerechosMayores  #donserapio se hace presente. #personas…",True,instagram: @karloferdon,Día internacional de los Derechos Humanos y junto a la Fundación   donserapio se hace presente personas…
4503,MultiGaceta,,🔥 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/dEBDgSGGbY,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad
